task_id,robot_id,zone_id,assigned_at,started_at,completed_at,task_type,priority,status,items_count,distance_m,time_taken_min,efficiency_score,reassignment_count,order_id,batch_id,aisle_number,rack_level,weight_total_kg,error_flag
53368569,493771,208059,2024-02-08 03:14:10,2024-02-08 04:51:10,2024-02-08 10:46:10,Dropoff,4,Cancelled,449,399.82,355,0.414,1,14246609,2809665,37,4,9.62,0
95679281,417035,208059,2025-09-13 10:52:25,2025-09-13 11:29:25,2025-09-13 17:52:25,Cycle Count,3,Completed,387,81.7,383,0.934,0,17948223,7853592,1,5,5.17,0
95227547,443800,242742,2025-05-01 02:51:35,2025-05-01 04:13:35,2025-05-01 09:29:35,Transfer,3,Failed,133,111.11,316,0.465,0,30652156,4859321,49,7,5.94,0
52966434,489133,203407,2024-05-15 04:10:00,2024-05-15 04:21:00,2024-05-15 09:57:00,Dropoff,2,Completed,177,214.87,336,0.859,0,82023781,3873418,6,7,145.72,1
90920269,447801,237363,2024-07-15 10:42:07,2024-07-15 12:26:07,2024-07-15 15:52:07,Sort,3,Completed,384,22.32,206,0.327,0,63824737,8913336,20,6,25.64,0
42117453,493863,225896,2023-06-30 23:41:41,2023-07-01 00:01:41,2023-07-01 07:44:41,Sort,3,Completed,145,126.92,463,0.744,0,16168016,7016926,26,2,2.73,0
95540154,497132,237363,2024-02-03 19:09:28,2024-02-03 19:25:28,2024-02-04 00:30:28,Transfer,2,Completed,31,46.52,305,0.86,0,41262339,4664240,2,3,13.61,0
93916148,467263,205969,2024-05-23 02:30:32,2024-05-23 02:49:32,2024-05-23 08:45:32,Pickup,3,Completed,394,72.69,356,0.471,1,99003797,5989375,2,4,58.95,0
52579583,489925,205980,2025-07-28 04:27:35,2025-07-28 05:26:35,2025-07-28 12:51:35,Sort,1,Completed,18,4.03,445,0.664,0,32669126,6291318,14,5,16.32,0
95102634,490269,235198,2025-05-05 12:20:35,2025-05-05 13:02:35,2025-05-05 20:20:35,Pickup,3,Completed,113,10.12,438,0.321,0,66805772,7448177,7,4,24.02,0
19685653,405699,247949,2024-01-06 12:18:03,2024-01-06 12:24:03,2024-01-06 17:42:03,Sort,3,Completed,205,23.07,318,0.732,1,59855307,5682227,38,4,12.87,0
51258094,496002,241320,2023-12-15 08:28:23,2023-12-15 10:14:23,2023-12-15 17:12:23,Dropoff,4,Failed,192,15.99,418,0.741,3,81985191,9867372,47,4,43.55,1
99164300,464636,219630,2023-05-13 11:44:09,2023-05-13 12:32:09,2023-05-13 13:45:09,Transfer,5,Completed,336,78.76,73,0.717,0,36073251,7410425,17,4,10.12,0
76126917,446378,206937,2024-06-27 12:48:25,2024-06-27 13:30:25,2024-06-27 19:16:25,Dropoff,3,Completed,13,62.85,346,0.585,2,67974014,4852011,9,5,10.48,0
77525367,464853,206536,2024-01-05 16:31:11,2024-01-05 16:48:11,2024-01-05 16:57:11,Dropoff,3,Completed,303,121.65,9,0.455,0,18668227,6953651,26,5,14.02,0
43329221,480494,232907,2025-06-29 05:53:14,2025-06-29 07:39:14,2025-06-29 12:39:14,Consolidate,5,Completed,386,84.2,300,0.33,0,43338037,9894594,21,2,29.3,0
49894848,434763,247949,2024-11-09 01:29:16,2024-11-09 03:19:16,2024-11-09 09:13:16,Dropoff,3,Completed,426,23.34,354,0.979,1,86897814,5715041,21,5,1.97,0
57294896,482635,206925,2023-06-12 03:09:45,2023-06-12 04:42:45,2023-06-12 08:08:45,Pickup,5,Completed,17,28.29,206,0.765,0,44257084,5863799,14,5,70.13,0
55114974,429290,220452,2025-01-24 00:22:11,2025-01-24 01:56:11,2025-01-24 02:34:11,Pickup,3,Completed,31,20.42,38,0.472,0,76392332,2932989,17,3,5.21,0
50736788,403798,221982,2023-06-22 23:18:29,2023-06-23 00:43:29,2023-06-23 03:54:29,Pickup,2,Completed,404,190.78,191,0.798,0,17138487,4926466,44,1,9.09,1
54153204,439871,205980,2024-07-21 20:12:54,2024-07-21 20:43:54,2024-07-22 00:11:54,Dropoff,3,Completed,138,50.22,208,0.71,0,19822333,7233951,29,7,37.87,0
28258547,492908,222099,2025-12-26 12:18:12,2025-12-26 13:17:12,2025-12-26 19:47:12,Cycle Count,4,Completed,462,61.61,390,0.369,1,78433314,5282685,36,1,9.75,0
49742883,417668,235198,2023-10-07 12:17:55,2023-10-07 12:22:55,2023-10-07 13:02:55,Pickup,2,Completed,175,79.58,40,0.459,2,84453962,4589281,45,6,55.14,0
12615402,458126,238978,2023-10-23 14:53:18,2023-10-23 16:31:18,2023-10-23 18:38:18,Pickup,3,Completed,259,91.43,127,0.371,0,98646162,8457807,40,7,12.96,0
49711704,490633,210770,2024-03-25 17:47:53,2024-03-25 17:52:53,2024-03-25 18:43:53,Sort,3,Completed,225,92.8,51,0.792,0,28894511,3261311,9,4,8.66,0
44668751,461387,235198,2024-07-20 14:07:26,2024-07-20 14:07:26,2024-07-20 20:47:26,Sort,4,Completed,90,87.4,400,0.463,0,56143350,9606994,26,6,8.03,0
30980655,474241,235321,2024-08-05 19:57:13,2024-08-05 21:34:13,2024-08-06 04:00:13,Pickup,3,Completed,68,54.47,386,0.79,2,11356829,6482263,46,6,80.46,0
84097241,425042,249797,2024-12-03 09:26:26,2024-12-03 10:51:26,2024-12-03 15:26:26,Pickup,3,Failed,435,271.46,275,0.624,0,26747310,5943110,20,4,37.54,0
12397151,432796,237363,2024-02-13 12:45:46,2024-02-13 12:55:46,2024-02-13 13:48:46,Pickup,4,Failed,369,63.14,53,0.645,0,47470321,6148324,4,3,19.65,0
96893596,425869,245938,2023-09-24 11:05:42,2023-09-24 12:25:42,2023-09-24 18:11:42,Consolidate,5,Partial,259,7.46,346,0.843,2,26295323,3099303,40,7,16.46,0
43918945,443665,225644,2024-10-11 09:28:34,2024-10-11 11:14:34,2024-10-11 13:35:34,Dropoff,3,Completed,163,42.67,141,0.664,0,63462940,3338899,3,7,28.17,0
15397880,489133,245938,2024-09-23 06:38:37,2024-09-23 08:26:37,2024-09-23 09:59:37,Sort,2,Partial,63,62.66,93,0.613,1,71075037,4902602,40,5,18.77,0
56547397,439871,206925,2023-01-15 12:25:37,2023-01-15 12:59:37,2023-01-15 20:49:37,Pickup,4,Failed,201,219.11,470,0.311,3,78443192,4884350,28,5,6.8,1
79323468,429290,235321,2023-04-09 18:31:25,2023-04-09 19:41:25,2023-04-09 20:34:25,Sort,3,Completed,163,137.65,53,0.43,0,20189596,9409566,48,7,42.81,0
30381264,459528,206937,2024-09-30 14:58:34,2024-09-30 15:21:34,2024-09-30 17:07:34,Sort,3,Completed,57,49.3,106,0.491,0,27626442,5195848,25,4,4.76,0
39860029,492908,203407,2025-10-15 14:36:14,2025-10-15 15:54:14,2025-10-15 17:37:14,Dropoff,3,Completed,42,15.2,103,0.491,1,24953197,5989940,11,1,21.33,0
88600660,424502,221982,2025-03-11 18:33:46,2025-03-11 19:51:46,2025-03-11 22:52:46,Cycle Count,3,Completed,268,138.85,181,0.448,0,33455121,5804326,17,2,37.91,0
88265213,472285,222099,2024-12-17 19:37:20,2024-12-17 19:47:20,2024-12-17 22:34:20,Transfer,3,Completed,28,145.92,167,0.583,0,55611876,6518143,9,6,32.37,0
26188125,463487,205716,2026-01-13 01:42:19,2026-01-13 02:00:19,2026-01-13 08:50:19,Sort,4,Completed,402,8.9,410,0.48,1,58583572,6878826,28,3,1.13,0
55508274,482635,205716,2024-04-12 07:15:51,2024-04-12 07:36:51,2024-04-12 15:33:51,Pickup,5,Completed,323,36.59,477,0.841,0,48887750,4420105,47,6,0.35,0
49590007,425042,249797,2026-03-19 20:13:57,2026-03-19 20:42:57,2026-03-19 21:39:57,Transfer,3,Completed,429,47.09,57,0.687,0,96385891,1504379,34,1,20.59,0
88154779,405699,235321,2025-01-05 00:01:32,2025-01-05 00:08:32,2025-01-05 03:43:32,Pickup,4,Completed,130,38.68,215,0.882,0,28356443,2701628,13,7,70.64,0
81527819,443665,207246,2025-09-27 18:48:55,2025-09-27 19:34:55,2025-09-27 21:01:55,Replenish,4,Failed,334,80.0,87,0.765,0,41013619,2199520,42,4,65.43,0
81303314,436371,215159,2023-07-09 18:19:02,2023-07-09 18:34:02,2023-07-09 19:04:02,Pickup,3,Completed,98,43.07,30,0.832,0,42293510,4260560,38,5,10.21,1
98205605,461837,225644,2023-05-06 12:08:40,2023-05-06 13:32:40,2023-05-06 21:31:40,Sort,2,Cancelled,448,12.84,479,0.35,0,80371360,5225055,41,4,26.56,0
16498950,496002,205969,2025-06-01 16:19:22,2025-06-01 16:47:22,2025-06-02 00:30:22,Dropoff,3,Partial,473,90.69,463,0.694,0,17320566,1895536,49,4,0.53,0
94939758,489133,241320,2023-01-02 17:29:57,2023-01-02 17:54:57,2023-01-03 01:18:57,Dropoff,5,Completed,154,26.74,444,0.381,0,70259338,1124087,24,1,12.29,0
86085557,453225,205980,2025-12-23 17:58:45,2025-12-23 19:25:45,2025-12-23 23:56:45,Pickup,4,Completed,441,33.72,271,0.77,0,43154604,2753405,32,7,5.66,0
21125841,491598,232907,2023-03-07 10:17:55,2023-03-07 11:41:55,2023-03-07 12:19:55,Replenish,5,Completed,385,1.66,38,0.641,0,83862274,4453502,35,1,1.37,0
21815723,478305,237363,2025-02-28 01:54:53,2025-02-28 03:39:53,2025-02-28 09:33:53,Dropoff,2,Completed,479,3.0,354,0.841,0,45509228,3642645,19,4,24.35,0
86273206,480297,235659,2024-09-02 03:16:25,2024-09-02 05:10:25,2024-09-02 13:07:25,Dropoff,2,Completed,414,37.56,477,0.927,0,39582691,5498018,32,1,10.7,0
25808017,411586,239090,2025-12-17 22:44:03,2025-12-17 23:59:03,2025-12-18 07:21:03,Replenish,2,In Progress,252,50.84,442,0.816,0,85058168,4937737,5,3,7.43,0
72622949,453225,238978,2024-08-07 21:31:04,2024-08-07 21:48:04,2024-08-08 04:20:04,Dropoff,3,Completed,452,70.32,392,0.926,2,85039509,7303964,29,6,13.57,1
56005109,472285,235212,2025-04-07 23:52:05,2025-04-08 00:41:05,2025-04-08 06:18:05,Sort,4,Partial,497,14.0,337,0.419,1,17191100,4145313,20,7,18.04,1
79330595,449141,235198,2025-11-14 06:14:49,2025-11-14 06:43:49,2025-11-14 07:49:49,Pickup,4,Partial,212,21.75,66,0.323,0,38593744,9889260,29,6,86.09,1
92202426,420863,220452,2024-06-05 16:40:55,2024-06-05 17:03:55,2024-06-05 23:50:55,Dropoff,5,Cancelled,332,111.05,407,0.776,0,13437942,9289313,18,3,21.32,0
70172038,444499,225896,2025-06-28 10:00:35,2025-06-28 10:33:35,2025-06-28 14:34:35,Transfer,4,In Progress,221,3.34,241,0.496,0,23192135,9084154,27,4,4.46,0
60570526,464636,216408,2023-10-25 13:17:57,2023-10-25 14:46:57,2023-10-25 18:53:57,Pickup,4,Completed,490,39.31,247,0.953,0,16441232,8426698,37,3,4.77,0
54846171,469113,246274,2025-07-04 05:58:18,2025-07-04 07:07:18,2025-07-04 08:46:18,Pickup,2,Completed,375,8.45,99,0.963,0,42953155,2055938,26,6,125.93,1
61321145,424940,208994,2024-06-16 17:34:41,2024-06-16 17:58:41,2024-06-16 18:08:41,Consolidate,2,Completed,76,88.32,10,0.716,0,65591192,3048730,1,7,61.0,0
40593659,420863,241320,2023-04-27 17:39:37,2023-04-27 18:11:37,2023-04-28 01:31:37,Pickup,4,Completed,144,5.06,440,0.518,0,47369016,4449249,27,3,37.83,1
16355762,496002,210830,2024-09-14 22:04:19,2024-09-14 22:22:19,2024-09-15 05:03:19,Sort,4,Completed,87,46.68,401,0.375,0,37215926,5989779,46,6,6.56,0
26067122,405699,216408,2024-02-08 14:57:42,2024-02-08 15:34:42,2024-02-08 22:54:42,Transfer,4,Completed,82,43.65,440,0.718,1,23344011,3409018,22,2,6.12,0
82441465,458126,244872,2023-11-23 20:40:40,2023-11-23 21:30:40,2023-11-23 23:20:40,Sort,4,Completed,133,17.34,110,0.347,0,78259854,7965348,46,1,2.72,0
20329216,482635,206536,2024-09-28 19:51:33,2024-09-28 21:02:33,2024-09-29 01:49:33,Dropoff,2,Failed,21,67.75,287,0.606,0,42420975,6446336,4,7,33.41,0
88314276,492624,242742,2024-02-12 04:30:08,2024-02-12 06:28:08,2024-02-12 11:05:08,Cycle Count,4,Completed,297,14.13,277,0.752,2,61040647,6975742,47,5,16.46,1
25162743,417035,242832,2023-09-30 04:50:53,2023-09-30 05:12:53,2023-09-30 09:23:53,Dropoff,3,Completed,46,79.85,251,0.976,0,62052087,7206484,12,7,21.26,0
58971060,469113,206937,2024-05-25 01:35:10,2024-05-25 02:46:10,2024-05-25 03:58:10,Replenish,5,Completed,397,62.05,72,0.777,0,93718546,9356778,25,7,15.4,0
69362861,441855,205969,2024-06-15 15:23:02,2024-06-15 16:26:02,2024-06-15 21:07:02,Pickup,3,Completed,51,416.56,281,0.503,0,81088662,7353865,17,4,13.67,0
40797726,429290,212996,2025-03-10 05:55:47,2025-03-10 05:55:47,2025-03-10 07:12:47,Consolidate,4,In Progress,148,55.76,77,0.355,0,21543834,6463040,26,4,0.51,0
26735554,427382,205980,2025-10-22 20:34:39,2025-10-22 20:42:39,2025-10-23 01:23:39,Transfer,3,Completed,31,10.28,281,0.78,0,35407866,2912316,15,1,1.0,0
36900328,481169,225644,2025-04-06 08:32:32,2025-04-06 09:17:32,2025-04-06 15:00:32,Replenish,3,Completed,290,24.12,343,0.928,0,38554581,8289494,10,7,5.99,1
78678198,437920,219630,2024-05-20 06:54:50,2024-05-20 07:50:50,2024-05-20 13:44:50,Sort,3,Completed,68,4.39,354,0.946,0,11845606,5552839,37,4,10.29,0
89446574,437920,225644,2025-02-03 19:47:48,2025-02-03 21:33:48,2025-02-04 01:19:48,Dropoff,2,Completed,482,289.99,226,0.695,0,30339566,1333500,36,6,41.44,0
83069968,425202,219630,2023-04-01 12:34:27,2023-04-01 12:34:27,2023-04-01 20:21:27,Transfer,3,Completed,323,75.93,467,0.408,2,73486552,9481032,23,2,0.61,0
97105122,461387,219630,2023-05-11 14:46:35,2023-05-11 14:52:35,2023-05-11 16:14:35,Sort,4,Completed,237,74.14,82,0.524,1,57850353,8097031,43,6,3.84,0
17118802,483879,249237,2025-03-28 18:34:15,2025-03-28 19:17:15,2025-03-29 02:53:15,Sort,5,Completed,60,209.87,456,0.435,0,75411293,4026104,22,3,4.77,0
59861845,417668,206925,2026-04-01 00:38:41,2026-04-01 00:48:41,2026-04-01 00:57:41,Transfer,4,Completed,56,14.18,9,0.469,0,30354254,3101937,21,2,2.95,0
20808719,405699,235198,2024-04-04 18:33:28,2024-04-04 19:29:28,2024-04-04 21:12:28,Sort,3,Completed,221,1.37,103,0.651,0,97657690,2073086,7,2,27.58,0
27745582,461837,239090,2025-08-11 20:11:24,2025-08-11 22:04:24,2025-08-12 04:04:24,Transfer,2,Failed,228,40.19,360,0.666,2,18974495,5534449,4,5,0.57,0
30461730,446378,244872,2024-07-21 14:50:39,2024-07-21 16:30:39,2024-07-21 17:29:39,Putaway,4,Completed,186,80.11,59,0.579,0,93439267,8644378,11,1,1.33,0
76458903,413972,227057,2025-12-31 00:12:52,2025-12-31 01:43:52,2025-12-31 07:59:52,Cycle Count,3,Completed,282,40.53,376,0.607,0,71022035,4635855,33,1,48.0,0
24574821,453225,206925,2025-01-17 11:54:37,2025-01-17 12:57:37,2025-01-17 14:59:37,Pickup,3,Completed,496,43.89,122,0.892,0,98139795,8058097,46,6,33.52,0
77661303,443665,206937,2025-11-24 18:08:17,2025-11-24 19:45:17,2025-11-24 22:56:17,Pickup,3,Completed,265,45.48,191,0.475,0,79669062,1824869,21,2,50.62,0
30107266,459528,244872,2025-08-01 18:04:10,2025-08-01 19:24:10,2025-08-02 02:10:10,Pickup,4,Completed,428,42.69,406,0.731,0,86898622,3931314,25,1,0.16,0
31143700,461387,222099,2025-11-21 20:24:45,2025-11-21 22:18:45,2025-11-21 22:24:45,Putaway,5,Completed,490,29.32,6,0.51,0,84807762,3187697,44,1,42.72,0
43128737,474583,205969,2023-02-21 11:59:59,2023-02-21 12:35:59,2023-02-21 14:35:59,Pickup,3,Completed,217,13.33,120,0.682,1,26920483,5415056,19,6,36.82,0
58088448,490633,227013,2024-02-16 06:37:42,2024-02-16 07:42:42,2024-02-16 10:03:42,Cycle Count,2,Failed,412,196.45,141,0.528,0,67727190,4002387,14,5,3.09,0
49179541,467263,222099,2026-03-26 00:38:21,2026-03-26 02:01:21,2026-03-26 05:30:21,Consolidate,4,Completed,1,52.1,209,0.863,0,17178988,8836223,17,6,14.37,0
35932551,405424,205969,2026-04-21 18:32:37,2026-04-21 19:10:37,2026-04-22 00:20:37,Pickup,5,Completed,203,26.95,310,0.467,0,30463793,5015457,27,7,5.9,0
22737119,446378,249237,2024-12-02 14:37:27,2024-12-02 15:04:27,2024-12-02 21:01:27,Pickup,3,Completed,190,108.47,357,0.826,1,94237503,5653240,18,3,30.43,0
69828830,489925,227057,2025-10-10 06:08:22,2025-10-10 07:59:22,2025-10-10 09:58:22,Dropoff,5,Completed,468,26.64,119,0.719,0,49075518,4087439,22,4,9.3,0
56500581,471986,222099,2025-12-15 00:06:35,2025-12-15 00:16:35,2025-12-15 00:41:35,Replenish,2,Partial,34,6.63,25,0.863,0,32756376,2163595,13,3,88.96,0
61432146,436371,239090,2025-08-30 15:47:16,2025-08-30 17:02:16,2025-08-30 22:25:16,Pickup,4,Completed,5,22.07,323,0.748,0,79228223,9771712,39,4,10.74,1
86836189,496760,205716,2024-12-11 10:56:20,2024-12-11 11:55:20,2024-12-11 15:48:20,Sort,3,Completed,152,24.08,233,0.457,0,96524318,8987334,15,1,23.3,0
89740439,448885,214068,2023-07-12 00:57:27,2023-07-12 01:26:27,2023-07-12 02:52:27,Sort,2,Completed,341,134.68,86,0.335,0,11531737,9640305,42,4,15.1,1
96135382,434763,220452,2025-03-03 21:51:08,2025-03-03 21:55:08,2025-03-04 05:45:08,Putaway,2,Completed,354,84.44,470,0.852,0,13498939,4369611,19,2,6.75,1
93959762,425202,235198,2023-06-10 13:45:25,2023-06-10 15:23:25,2023-06-10 18:13:25,Dropoff,3,Completed,426,33.29,170,0.581,1,93377762,7425984,23,7,52.51,0
99056011,425042,205980,2024-02-28 08:36:11,2024-02-28 08:50:11,2024-02-28 15:01:11,Replenish,3,Failed,309,55.9,371,0.849,0,31537905,1933774,26,6,4.81,1
39495027,472285,220452,2025-07-25 15:02:10,2025-07-25 15:32:10,2025-07-25 19:34:10,Pickup,4,Completed,179,123.97,242,0.59,2,56982696,1507632,39,5,3.51,0
82898003,409522,220452,2024-05-08 10:51:49,2024-05-08 11:37:49,2024-05-08 13:07:49,Pickup,3,Completed,478,13.6,90,0.527,0,47798776,6131709,24,1,9.6,0
25843881,490269,240601,2023-09-09 01:46:47,2023-09-09 02:16:47,2023-09-09 06:53:47,Pickup,4,Partial,262,36.17,277,0.649,2,53518447,4283545,27,1,5.42,0
41858190,417867,208994,2025-02-28 09:34:01,2025-02-28 10:51:01,2025-02-28 15:03:01,Pickup,4,Cancelled,386,228.69,252,0.435,0,17383593,7408975,6,7,107.23,0
42291722,436371,217119,2024-03-28 15:48:13,2024-03-28 16:12:13,2024-03-28 17:07:13,Pickup,3,Completed,108,112.53,55,0.675,0,42085967,1951015,14,3,14.55,0
10023227,491598,240291,2023-05-30 12:52:34,2023-05-30 13:33:34,2023-05-30 19:15:34,Pickup,4,Completed,83,109.23,342,0.304,0,24243630,5976424,26,3,33.7,0
49913294,446378,210830,2023-03-05 04:58:10,2023-03-05 06:24:10,2023-03-05 09:04:10,Pickup,3,Partial,450,66.67,160,0.392,0,48506378,9726809,29,4,44.5,1
62149284,408999,249237,2023-11-25 03:09:46,2023-11-25 03:51:46,2023-11-25 03:54:46,Dropoff,2,Cancelled,216,108.2,3,0.764,0,64669649,2934352,17,6,4.9,0
37224063,409807,210770,2025-10-02 04:19:29,2025-10-02 04:53:29,2025-10-02 06:14:29,Pickup,2,Completed,454,65.76,81,0.611,0,35367541,5876616,24,1,17.24,0
71878219,489133,227751,2023-12-20 15:44:02,2023-12-20 16:07:02,2023-12-20 22:35:02,Cycle Count,3,Completed,443,191.59,388,0.725,0,36092917,4103650,4,7,13.35,1
88619696,448716,203407,2025-10-09 10:33:06,2025-10-09 11:47:06,2025-10-09 13:21:06,Replenish,4,Cancelled,120,73.99,94,0.606,0,53330553,9929652,43,2,13.23,0
48946220,492908,241320,2026-02-07 19:14:58,2026-02-07 20:45:58,2026-02-07 22:25:58,Cycle Count,4,Completed,127,21.77,100,0.65,0,15880530,9042297,35,1,65.25,0
65055934,449202,205969,2025-10-09 20:32:44,2025-10-09 21:57:44,2025-10-10 05:28:44,Replenish,3,Failed,378,63.66,451,0.678,2,91531748,2775009,8,1,12.6,1
56983337,480494,205716,2024-01-30 01:14:36,2024-01-30 02:00:36,2024-01-30 09:57:36,Dropoff,4,Completed,253,118.32,477,0.593,0,36856409,5505473,41,3,18.31,0
68949799,489925,232480,2025-12-04 00:55:18,2025-12-04 02:05:18,2025-12-04 03:29:18,Replenish,4,Partial,111,29.07,84,0.373,4,58607211,9987005,35,3,45.98,0
74562649,449141,241320,2025-06-24 06:52:06,2025-06-24 07:34:06,2025-06-24 13:37:06,Sort,5,Completed,431,11.6,363,0.495,0,32823652,8759012,23,5,32.57,0
23768415,427382,232907,2023-10-21 08:39:41,2023-10-21 09:47:41,2023-10-21 10:48:41,Dropoff,5,Completed,140,37.45,61,0.869,1,20914231,8150104,3,1,34.29,0
79255057,434124,232480,2023-09-06 12:59:13,2023-09-06 13:55:13,2023-09-06 20:36:13,Dropoff,1,Cancelled,206,45.02,401,0.682,0,34690096,7280381,5,3,47.81,0
48017720,429290,210770,2023-01-24 12:16:21,2023-01-24 12:27:21,2023-01-24 19:12:21,Dropoff,3,Completed,317,11.12,405,0.457,1,75261288,6496950,19,1,11.62,0
79419955,409807,246274,2023-05-28 23:48:59,2023-05-29 01:03:59,2023-05-29 03:40:59,Dropoff,3,Completed,35,100.18,157,0.816,0,14046510,6911110,39,7,24.01,0
51463195,425042,217505,2025-01-08 22:25:32,2025-01-08 22:41:32,2025-01-09 06:06:32,Dropoff,2,Completed,217,54.16,445,0.513,0,42529847,7383420,36,4,2.08,0
77278409,464853,235659,2024-12-25 20:27:32,2024-12-25 22:00:32,2024-12-25 22:13:32,Pickup,4,Cancelled,43,96.03,13,0.966,0,97036464,5650885,3,1,16.29,0
45231285,405424,217119,2023-01-06 05:24:26,2023-01-06 06:43:26,2023-01-06 07:43:26,Cycle Count,4,Completed,258,47.62,60,0.409,1,67716287,4039301,38,7,45.92,0
66402498,444499,217119,2025-04-19 10:14:45,2025-04-19 11:35:45,2025-04-19 14:10:45,Putaway,1,Completed,88,83.25,155,0.519,0,24850721,5520751,35,2,16.32,0
73585858,425869,216408,2025-05-06 11:53:01,2025-05-06 13:03:01,2025-05-06 13:20:01,Cycle Count,3,Completed,190,45.68,17,0.398,0,47911462,5286290,11,2,70.65,0
80852009,459528,206536,2026-01-25 09:18:26,2026-01-25 09:25:26,2026-01-25 10:05:26,Cycle Count,4,Completed,146,31.42,40,0.465,0,97581746,1160463,37,4,1.81,0
17305248,480494,242742,2024-09-07 04:05:14,2024-09-07 04:15:14,2024-09-07 08:59:14,Replenish,4,Failed,236,33.21,284,0.326,0,50159913,5422880,14,6,26.89,0
74721061,434124,203407,2023-05-17 18:53:21,2023-05-17 19:18:21,2023-05-17 23:59:21,Dropoff,4,Completed,303,43.45,281,0.988,0,82447094,2872273,30,3,1.78,1
35924045,412330,210770,2024-11-03 04:32:48,2024-11-03 06:30:48,2024-11-03 06:48:48,Dropoff,4,Completed,458,19.93,18,0.4,0,62817630,7181687,39,3,6.01,0
95371233,447801,235659,2025-03-11 03:32:13,2025-03-11 05:05:13,2025-03-11 09:50:13,Pickup,4,Failed,273,29.62,285,0.599,0,18789035,3205427,46,7,63.13,0
72610062,493013,215159,2024-12-21 16:55:05,2024-12-21 17:59:05,2024-12-21 22:05:05,Replenish,5,Cancelled,496,26.12,246,0.469,1,13085775,9399610,37,5,10.84,0
45135808,445145,238978,2025-04-05 11:00:03,2025-04-05 11:15:03,2025-04-05 15:27:03,Pickup,4,Partial,170,10.67,252,0.441,0,89868354,4593092,43,3,65.31,1
56267749,475267,240291,2023-07-03 05:39:47,2023-07-03 05:59:47,2023-07-03 09:53:47,Pickup,5,Completed,422,102.26,234,0.945,0,30709550,5254520,24,5,24.07,0
81049574,417035,207246,2025-01-10 00:36:25,2025-01-10 02:15:25,2025-01-10 07:13:25,Dropoff,4,Completed,253,0.38,298,0.934,0,77390493,4432511,45,4,2.48,0
49355582,429174,227057,2025-12-25 03:28:10,2025-12-25 04:47:10,2025-12-25 05:21:10,Dropoff,4,Completed,193,21.97,34,0.741,0,49490628,1446811,6,2,29.84,0
60660794,407078,235212,2023-07-02 18:10:53,2023-07-02 18:21:53,2023-07-02 23:11:53,Replenish,4,Completed,159,10.65,290,0.709,0,85500006,6645173,29,1,49.63,0
89809483,434124,227751,2024-10-07 16:49:57,2024-10-07 17:49:57,2024-10-07 20:02:57,Pickup,3,Completed,395,66.53,133,0.571,1,34850466,6340085,16,2,3.74,1
41884283,497132,221982,2024-04-18 03:24:27,2024-04-18 04:50:27,2024-04-18 10:25:27,Cycle Count,5,Completed,102,25.34,335,0.864,0,25219681,1777210,16,1,49.42,1
25488046,485327,208059,2024-07-25 22:22:39,2024-07-25 23:40:39,2024-07-26 04:47:39,Replenish,3,Completed,1,85.54,307,0.727,0,91326680,8446981,39,2,12.27,0
90792392,434763,225644,2026-03-13 01:05:38,2026-03-13 02:57:38,2026-03-13 04:40:38,Pickup,5,Completed,358,125.3,103,0.682,0,40708644,2303818,21,2,20.7,1
55968366,463487,216408,2023-12-23 14:41:39,2023-12-23 15:29:39,2023-12-23 15:45:39,Replenish,3,Partial,82,73.95,16,0.941,0,85714165,8462247,44,5,1.46,0
14157132,424940,206937,2023-11-27 19:39:28,2023-11-27 19:49:28,2023-11-27 20:13:28,Pickup,3,Completed,262,18.59,24,0.842,0,39707443,1230801,10,3,20.24,0
92943322,480297,225644,2024-07-20 17:21:19,2024-07-20 17:48:19,2024-07-20 21:14:19,Replenish,4,Completed,431,31.15,206,0.321,0,36064570,9208871,31,7,60.03,0
86159095,493013,208059,2024-05-26 02:06:49,2024-05-26 03:18:49,2024-05-26 10:14:49,Dropoff,2,Completed,83,31.87,416,0.457,0,55231778,9658759,43,1,13.2,0
47907421,480297,207246,2023-04-06 21:30:21,2023-04-06 22:46:21,2023-04-07 02:37:21,Replenish,3,Partial,220,25.61,231,0.51,0,36221314,2505690,16,1,39.86,0
36575128,458441,205969,2026-01-21 15:41:52,2026-01-21 17:25:52,2026-01-21 23:04:52,Replenish,2,Completed,215,106.6,339,0.956,0,14445620,2324592,22,3,14.19,0
84692860,475581,247949,2025-02-19 10:14:41,2025-02-19 11:20:41,2025-02-19 14:04:41,Transfer,3,Completed,252,13.16,164,0.309,0,16947681,8035843,11,3,7.69,0
70624938,425869,242832,2025-08-13 01:56:53,2025-08-13 02:02:53,2025-08-13 04:17:53,Pickup,5,Completed,388,131.43,135,0.99,0,47683569,6431619,15,7,12.28,0
41775599,489133,246274,2025-09-28 15:36:59,2025-09-28 16:00:59,2025-09-28 20:59:59,Pickup,2,Completed,450,71.35,299,0.499,0,98207669,9994945,15,5,114.29,0
74462274,475267,235212,2023-01-10 02:45:40,2023-01-10 04:16:40,2023-01-10 05:23:40,Sort,3,Completed,106,72.3,67,0.52,0,42338082,5732895,30,7,33.1,0
88031965,411586,219630,2025-08-07 13:14:30,2025-08-07 13:17:30,2025-08-07 18:20:30,Cycle Count,4,Completed,307,222.05,303,0.863,0,74436843,1429450,36,2,44.19,0
