operation_id,robot_id,zone_id,timestamp,operation_type,duration_seconds,items_processed,distance_traveled_m,battery_start_pct,battery_end_pct,avg_speed_mps,payload_weight_kg,success_flag,error_code,shift,operator_id,priority_level,ambient_temp_c,ambient_humidity_pct,collision_count
15738181,520048,242742,2023-08-13 11:28:31,Pick,1721,36,69.82,53,6,1.83,10.96,1,E005,Night,1587,3,12.8,35,0
60779288,502333,242832,2024-07-20 22:47:14,Pick,1958,185,35.0,54,17,2.19,18.24,1,NONE,Afternoon,4195,2,34.5,69,0
60348274,693479,242832,2023-05-11 11:55:01,Transport,3433,37,74.04,35,0,2.18,0.03,1,E002,Afternoon,7775,1,25.3,60,1
82292408,365277,217505,2024-03-14 20:21:44,Idle,2844,98,106.09,47,11,2.83,0.77,0,E004,Night,1744,2,5.5,31,0
31676465,261510,235198,2023-05-26 05:53:43,Transport,946,151,26.13,36,0,0.36,18.59,1,NONE,Night,2107,4,32.7,20,0
90014084,412748,208059,2025-04-02 17:11:03,Pick,207,44,0.36,30,0,0.63,106.74,1,NONE,Morning,1723,2,8.1,80,0
54622713,684861,216408,2024-07-24 13:02:36,Inspect,464,197,13.74,61,58,1.59,17.71,1,NONE,Night,3938,4,27.7,30,0
49792112,668497,217505,2023-04-02 07:01:25,Place,226,106,10.81,94,85,1.74,32.71,1,NONE,Morning,7524,5,23.1,41,0
99047018,710126,220452,2023-02-23 03:36:14,Pick,1468,31,60.77,52,5,0.8,19.6,1,NONE,Afternoon,8388,3,27.6,87,0
58915615,745200,240291,2024-08-17 07:55:58,Pick,2670,1,33.48,70,68,1.12,27.56,1,NONE,Afternoon,1270,4,26.8,58,0
18142562,642553,214068,2024-12-20 14:59:25,Place,2369,62,57.76,73,62,0.64,32.81,1,NONE,Morning,8115,3,21.3,33,0
32831374,282464,232907,2023-07-31 21:36:05,Transport,2557,55,5.16,87,40,1.95,23.14,1,NONE,Afternoon,7502,4,27.9,89,0
63464681,365277,209263,2024-01-29 09:34:54,Transport,1915,9,35.0,85,64,1.72,28.76,1,E004,Afternoon,1342,3,32.9,86,0
30726235,568604,235321,2025-01-07 18:39:45,Pick,1453,120,7.3,92,79,2.44,47.73,1,NONE,Morning,6452,3,28.9,23,0
24849957,588019,211550,2024-07-26 22:55:40,Sort,2968,103,37.21,85,74,2.24,4.9,1,TIMEOUT,Afternoon,9524,4,11.5,43,0
55904582,495651,235212,2023-05-22 07:34:07,Place,1304,14,79.32,94,76,1.02,9.46,1,NONE,Afternoon,3720,4,36.1,39,0
18347660,688985,206937,2024-04-20 18:47:53,Pick,2107,165,16.22,97,47,2.68,10.99,1,NONE,Afternoon,9571,2,32.1,51,0
56881012,727093,209263,2023-08-29 07:41:18,Charge,1022,91,9.9,79,52,0.62,11.13,1,NONE,Afternoon,2717,2,10.8,67,0
75449410,425630,206536,2026-01-31 21:52:38,Transport,1320,117,30.75,59,2,2.24,27.8,1,TIMEOUT,Morning,3087,5,5.9,80,0
51060310,679477,232480,2025-09-04 12:41:45,Restock,231,119,63.53,44,2,2.21,5.16,1,NONE,Afternoon,7396,3,5.6,67,0
72465879,171277,238978,2024-01-15 10:11:46,Place,2192,167,58.07,65,49,0.9,63.29,1,NONE,Night,9697,3,11.9,43,0
67565395,340277,208994,2023-10-13 23:06:48,Pick,1853,45,11.18,86,77,0.76,1.71,0,E002,Night,9741,3,27.1,25,0
54664421,120440,212996,2023-06-13 17:22:29,Restock,1142,8,25.43,80,24,0.46,47.11,1,E003,Morning,2114,3,7.4,83,0
97677364,717829,212996,2025-06-15 06:30:53,Transport,2221,43,14.68,61,7,2.21,86.01,1,NONE,Morning,9260,4,26.0,75,0
65052149,180325,206536,2026-01-21 14:12:36,Charge,478,136,30.57,26,19,1.34,1.59,1,NONE,Afternoon,5485,3,26.8,53,0
82469682,717829,217505,2023-11-29 01:03:42,Pick,3116,133,136.75,41,22,3.5,35.91,1,NONE,Night,8375,4,8.3,54,0
96267128,693479,235659,2025-02-16 23:09:06,Place,127,62,54.95,66,22,2.26,33.58,1,E004,Night,8929,4,13.1,45,0
48805485,304514,206925,2023-10-13 19:02:33,Restock,1955,194,2.7,50,0,0.13,11.86,0,E002,Morning,1828,3,29.8,41,0
27050766,665870,209294,2026-01-20 02:26:30,Restock,969,138,14.37,56,2,1.37,7.64,1,NONE,Morning,2448,4,17.4,65,0
26343157,248146,240601,2023-12-30 18:31:59,Restock,555,61,12.58,44,27,0.15,8.73,1,NONE,Night,4212,3,15.7,42,0
99390641,377800,214068,2023-04-27 20:11:25,Sort,625,196,17.57,26,0,2.23,13.56,1,E005,Afternoon,9593,4,26.4,48,0
81870313,651206,227013,2025-12-07 05:07:08,Transport,1116,41,95.04,57,14,3.22,8.91,1,NONE,Night,9371,3,11.8,74,0
50281899,526139,227013,2024-04-27 22:52:57,Transport,2283,6,19.28,55,28,2.63,14.91,1,NONE,Morning,5975,3,17.1,24,0
13074910,727630,244872,2026-01-08 06:35:01,Pick,2828,196,28.24,82,60,1.0,19.71,0,NONE,Afternoon,8309,5,11.7,56,0
95772203,281322,203407,2023-10-24 09:54:26,Idle,3357,87,5.25,28,0,0.71,19.82,1,TIMEOUT,Night,9812,3,31.0,87,0
49261248,304218,205980,2023-11-26 09:46:51,Idle,2229,166,20.68,58,8,3.08,23.68,1,NONE,Afternoon,3929,4,5.3,73,0
44614217,622954,240291,2024-10-14 13:17:11,Charge,1791,171,20.33,88,34,0.51,12.35,1,NONE,Night,8123,4,21.6,57,0
32157732,359495,208994,2024-12-31 02:51:19,Place,2778,187,8.25,41,14,2.51,86.76,1,NONE,Morning,5561,4,37.5,66,0
17404595,702831,247949,2024-04-13 22:33:32,Pick,2925,151,110.99,45,29,0.93,45.91,1,NONE,Night,5980,2,28.5,33,0
78590847,754294,242742,2025-08-30 07:43:33,Idle,1494,9,14.11,26,0,1.13,11.84,1,TIMEOUT,Morning,3379,3,22.8,27,0
30054857,262631,203407,2025-08-18 21:07:27,Restock,1509,108,53.22,65,47,0.26,12.1,1,E003,Afternoon,9353,5,12.6,73,0
17824717,427515,222099,2023-05-28 01:53:20,Place,252,186,66.58,88,43,0.68,65.66,1,TIMEOUT,Morning,6983,3,24.5,20,0
98067494,653177,225896,2026-04-19 09:09:53,Pick,67,153,21.57,58,28,0.23,16.5,1,NONE,Night,5163,2,12.5,69,0
59320288,505413,237363,2023-07-13 13:35:01,Inspect,3212,167,25.0,53,18,1.87,25.03,1,NONE,Afternoon,7177,3,35.6,45,0
16941603,468267,207246,2024-10-02 07:32:54,Charge,3120,157,10.81,79,67,1.63,11.76,1,E002,Night,1744,2,35.7,72,0
36045700,365277,205969,2024-05-29 09:58:30,Charge,1263,59,18.09,55,41,1.91,8.13,1,E001,Night,9566,3,30.3,87,0
59826291,371360,206937,2024-07-03 07:50:23,Inspect,3397,155,5.2,51,12,0.32,3.04,1,TIMEOUT,Afternoon,4140,2,6.1,42,0
28605984,573830,239090,2023-06-06 05:20:47,Charge,309,124,79.31,81,66,2.84,3.98,1,NONE,Night,1106,4,39.6,32,0
88807480,408331,210770,2024-02-22 03:08:42,Transport,3448,116,87.95,42,2,0.52,2.25,1,NONE,Morning,8911,3,25.6,88,0
89713782,184759,241320,2023-02-06 21:29:49,Charge,2116,34,8.99,87,28,2.93,15.32,1,NONE,Night,3345,4,37.3,29,0
56395470,369993,247949,2026-03-29 13:55:03,Transport,1884,21,73.52,41,37,1.2,23.92,1,E002,Morning,7685,4,29.0,81,0
98949586,425630,222099,2023-06-24 22:09:15,Place,2680,83,83.42,60,5,1.61,12.53,1,TIMEOUT,Afternoon,5190,3,11.6,39,0
39290011,393242,225896,2024-08-10 16:08:20,Pick,826,49,235.55,40,30,2.32,15.31,1,E005,Night,4011,2,12.8,73,0
59983700,237080,208994,2023-09-20 16:28:29,Charge,1726,120,6.06,70,62,2.16,21.12,1,E002,Afternoon,6929,3,10.4,70,0
77150609,119450,203407,2023-08-05 10:39:37,Pick,834,63,4.27,54,4,2.02,23.32,1,NONE,Night,4475,3,24.9,73,0
55471961,137452,247949,2024-04-19 12:00:45,Inspect,2213,22,23.22,39,27,1.46,32.41,1,NONE,Afternoon,8242,3,12.7,66,0
86787143,490884,217505,2026-03-24 13:35:49,Place,1504,6,65.8,79,41,1.73,12.54,1,E001,Afternoon,5600,4,6.6,64,0
19347572,665870,242742,2024-08-04 11:29:17,Transport,1507,193,95.52,94,88,0.32,51.79,1,NONE,Night,1865,4,38.9,74,0
49787905,359495,247949,2026-03-14 10:23:02,Pick,2688,21,61.31,22,17,0.65,8.17,1,E002,Morning,2450,3,27.5,59,0
84691514,714743,210830,2025-10-02 16:23:49,Place,2931,185,13.43,65,53,2.59,10.62,0,TIMEOUT,Afternoon,5710,3,23.7,24,0
26391163,709931,205980,2024-06-13 20:11:59,Place,3092,112,42.96,77,46,2.39,31.65,1,NONE,Morning,5346,3,11.2,63,0
44653058,493436,208059,2025-12-31 20:04:12,Idle,2823,173,1.35,77,60,1.25,116.5,0,E001,Morning,8240,3,35.2,81,0
99490397,511675,235321,2024-02-28 09:27:38,Pick,649,182,162.53,37,24,2.79,116.16,1,E001,Night,4345,2,28.0,39,0
65217131,701561,210770,2024-09-01 17:48:18,Place,2594,25,41.36,29,0,2.84,1.56,0,NONE,Afternoon,2140,3,38.5,49,0
42307861,465747,227751,2025-04-07 09:53:11,Sort,2553,108,27.37,61,51,1.89,74.28,0,NONE,Afternoon,2726,3,15.5,67,3
42681885,182922,235321,2024-12-17 17:40:25,Charge,81,133,117.22,70,65,3.43,24.2,1,E003,Morning,4890,4,30.1,50,0
28495392,783908,249797,2025-10-04 23:19:18,Idle,704,126,115.35,43,37,1.01,52.29,1,NONE,Morning,9970,3,5.4,39,0
76131755,673085,205980,2023-07-18 01:58:00,Idle,1863,178,24.87,49,0,1.1,108.05,1,E002,Morning,3639,4,29.2,77,1
19297817,171277,238978,2024-08-29 05:09:42,Charge,1104,33,90.53,62,34,0.13,66.6,0,NONE,Morning,2624,2,7.1,64,1
28726787,216929,222099,2025-03-19 07:10:32,Place,2829,27,6.93,56,0,0.61,28.17,1,E003,Afternoon,3446,5,38.5,86,0
21146854,181042,206937,2024-02-07 06:26:46,Place,2766,166,54.46,58,10,2.88,2.51,1,NONE,Morning,8423,3,18.1,82,0
77846601,293125,247949,2025-11-20 03:56:48,Pick,889,129,62.17,74,58,2.24,59.66,1,NONE,Afternoon,3512,3,37.1,24,0
94873841,226224,205980,2024-01-02 11:52:58,Pick,75,183,114.53,98,51,0.75,55.02,1,NONE,Afternoon,5132,3,22.3,89,0
17846347,262631,249237,2024-01-02 04:47:31,Transport,940,40,80.44,83,56,2.4,48.49,1,NONE,Morning,1862,3,32.7,37,0
95199435,588543,206536,2024-02-02 03:27:26,Inspect,3252,11,14.21,20,0,0.66,37.42,1,NONE,Afternoon,8016,3,21.9,32,0
92472046,665870,208994,2025-04-02 14:19:39,Transport,3256,137,21.32,47,16,1.48,122.6,0,NONE,Morning,2090,2,24.5,22,0
55713969,315601,240601,2023-05-24 12:40:23,Place,1821,151,15.32,20,0,3.49,3.01,1,NONE,Morning,6574,3,28.0,77,0
13333336,763226,207246,2023-06-23 17:33:26,Sort,3031,129,6.03,89,77,1.18,0.25,1,NONE,Night,9342,3,36.5,29,0
72292173,693479,210830,2025-08-04 19:15:31,Place,2042,9,13.29,71,68,2.41,12.51,1,NONE,Night,7877,4,12.9,82,1
57216273,433413,235198,2023-09-10 02:15:59,Pick,3557,174,1.89,37,0,0.12,9.9,0,NONE,Morning,8020,2,27.4,45,0
84937738,592122,215159,2023-05-08 15:08:55,Pick,561,50,82.42,87,30,1.12,12.46,1,E003,Night,9726,1,29.1,79,0
36546175,745728,242832,2023-11-17 14:31:24,Sort,1795,97,67.35,65,31,1.14,31.54,1,E003,Night,2524,3,16.4,27,0
60170911,514030,217119,2024-04-29 08:24:36,Transport,659,4,40.21,24,17,2.95,13.93,1,E005,Night,6229,4,16.0,31,0
90266513,754294,235659,2023-02-10 06:29:42,Transport,456,151,17.86,32,26,0.68,70.45,1,NONE,Morning,5836,3,9.2,34,0
70028310,312809,232907,2025-10-12 06:59:10,Charge,565,163,26.23,84,52,1.2,15.86,0,NONE,Morning,7951,4,17.5,66,0
68164999,501540,214068,2023-05-23 21:03:12,Transport,39,38,34.3,43,0,0.65,4.8,1,NONE,Afternoon,7866,3,19.1,71,0
97027653,505413,209263,2024-05-06 09:25:35,Place,3399,15,40.89,61,25,1.72,32.17,1,NONE,Morning,3119,3,21.6,61,1
54061740,684861,240601,2023-09-03 18:51:30,Transport,2545,128,30.77,91,73,1.02,112.6,1,NONE,Afternoon,3751,3,27.5,79,1
25528262,227135,207246,2023-12-25 10:19:41,Pick,1800,110,45.93,43,6,0.71,4.13,1,E001,Afternoon,5437,3,7.4,30,0
97856866,429978,235659,2023-02-25 00:34:12,Place,2941,175,35.51,20,11,1.57,1.51,0,NONE,Morning,1639,4,5.5,43,0
22490517,335025,235198,2026-02-27 01:50:12,Transport,2045,58,138.02,26,0,1.71,14.1,1,E001,Afternoon,9455,5,11.9,82,0
59603546,665870,215159,2026-02-13 20:04:16,Pick,1547,144,78.66,93,35,1.15,22.85,1,NONE,Afternoon,5293,4,39.1,52,1
77772858,554513,210830,2023-06-03 21:03:10,Sort,1749,169,26.19,67,30,3.39,18.51,1,E003,Morning,6015,3,39.9,79,0
80836473,717829,214068,2023-08-28 21:25:53,Pick,1538,175,286.62,46,40,0.6,8.23,1,NONE,Morning,8840,3,32.4,30,1
73299557,666787,209263,2025-12-11 23:34:34,Place,1464,16,34.96,26,14,2.53,18.09,0,NONE,Afternoon,9469,4,19.3,24,0
48283544,197718,203407,2024-05-19 13:54:18,Place,3026,125,12.81,75,72,1.89,6.3,0,E005,Morning,3588,4,38.3,37,0
26735699,396874,227057,2023-03-17 11:38:57,Charge,3496,68,4.58,23,0,1.41,3.0,0,E002,Night,6711,4,32.7,72,0
13442349,698365,212996,2023-06-15 05:13:51,Pick,677,110,6.3,27,13,2.39,46.98,1,NONE,Afternoon,6074,5,38.8,43,0
37217333,244916,246274,2024-05-17 20:26:32,Sort,2653,134,16.23,67,9,0.62,0.56,1,NONE,Night,7212,2,22.8,87,1
97482174,667253,209263,2024-11-09 10:55:31,Place,237,183,60.29,71,52,3.26,104.33,1,NONE,Night,2387,4,36.8,32,0
71672955,548011,205716,2025-02-07 04:08:50,Pick,2866,93,82.52,65,63,2.93,7.43,1,NONE,Afternoon,2382,3,34.2,37,0
46624966,405049,235212,2023-07-06 07:07:33,Pick,3476,64,27.59,92,66,2.63,50.02,1,NONE,Night,2401,5,29.6,69,2
54492876,433413,249237,2024-03-25 23:12:00,Inspect,2607,38,49.05,41,0,3.36,126.73,1,NONE,Morning,2093,2,35.4,43,2
40073468,730469,227013,2023-11-14 11:09:11,Place,1957,149,32.19,64,23,3.3,26.26,1,TIMEOUT,Afternoon,7756,3,7.9,88,0
90412761,493436,210770,2024-10-12 01:57:13,Place,3418,68,49.2,44,0,0.79,14.7,1,TIMEOUT,Afternoon,7167,1,24.7,72,0
50814806,365277,245938,2024-01-26 21:00:55,Pick,2782,138,48.91,48,27,3.11,40.68,1,NONE,Night,3195,2,9.3,82,0
85343922,510198,203407,2023-09-06 01:35:04,Transport,2832,53,2.17,32,1,2.79,4.68,1,NONE,Night,5334,2,30.1,36,0
14593983,408331,227751,2025-09-18 06:56:32,Place,3437,162,21.91,83,50,1.57,7.56,1,NONE,Morning,4059,5,12.3,30,0
53840778,510198,232480,2024-11-22 22:42:12,Pick,1957,133,45.44,76,75,1.91,23.27,1,NONE,Morning,6926,3,17.4,25,0
64268187,365277,221982,2024-07-30 07:46:21,Idle,2919,99,29.53,77,77,2.01,24.72,1,E003,Afternoon,9115,3,10.0,89,0
70017801,389093,206925,2023-06-13 14:57:41,Inspect,3239,197,51.99,31,0,1.86,74.44,1,NONE,Morning,5656,3,25.9,80,0
12140436,516646,227751,2023-03-28 02:29:14,Place,1688,98,58.0,29,6,1.54,1.22,1,NONE,Afternoon,6807,4,5.7,21,0
67911494,611866,203407,2025-08-26 01:16:29,Place,2625,108,187.09,82,41,2.22,7.52,1,NONE,Morning,6138,2,34.0,52,0
85539121,547596,203407,2026-03-23 20:09:43,Place,2336,6,77.2,73,17,2.9,47.95,1,NONE,Afternoon,5388,4,22.6,25,0
18287078,320932,232907,2024-12-10 21:19:29,Inspect,3564,129,7.59,22,8,3.34,0.37,1,NONE,Night,6576,3,11.1,52,0
39767683,599125,232480,2023-02-17 12:46:25,Transport,2279,186,12.11,73,27,2.36,68.78,1,LOW_BAT,Afternoon,5616,4,23.2,76,0
48303267,494990,235212,2024-08-09 00:42:24,Pick,2607,116,5.42,98,86,3.32,12.82,1,NONE,Afternoon,1040,3,29.5,25,0
32895095,611866,205969,2023-12-07 17:10:24,Transport,3332,77,21.34,80,36,3.37,2.93,1,NONE,Afternoon,3072,3,28.4,73,0
49589313,493045,205969,2023-03-08 11:23:44,Place,48,129,16.73,42,33,2.31,23.69,1,NONE,Afternoon,5007,4,28.1,35,0
90378335,203076,209263,2023-06-23 04:59:28,Pick,516,110,191.2,45,27,1.06,23.78,1,NONE,Afternoon,5216,5,27.7,87,0
90763051,429636,242832,2024-08-30 17:24:51,Restock,1188,42,57.14,80,52,1.86,50.3,1,NONE,Morning,2335,3,24.4,29,0
64110324,599125,212996,2024-06-03 01:58:23,Pick,2507,39,81.76,52,23,3.17,0.1,1,NONE,Morning,7515,4,16.1,25,0
89675264,563550,232480,2024-11-16 07:12:36,Place,1584,179,158.6,78,77,0.53,2.79,1,E004,Night,2344,4,21.8,70,2
83365085,178884,206925,2025-04-23 04:34:57,Transport,3107,123,38.93,96,46,2.62,27.9,1,NONE,Morning,6126,2,33.3,82,1
15187192,545558,249797,2023-11-20 01:14:26,Transport,290,177,28.59,52,52,3.32,56.14,1,E005,Morning,4349,5,33.8,21,0
44825460,495019,215159,2023-12-15 03:29:56,Pick,1299,69,121.48,65,13,2.54,6.21,1,NONE,Morning,7407,3,33.3,82,1
86065207,591912,217119,2025-04-03 22:47:47,Transport,537,191,91.14,59,47,3.32,7.77,1,NONE,Night,4766,2,15.1,61,0
49816745,389093,205969,2023-08-28 17:33:37,Charge,2552,117,31.65,60,18,2.56,120.48,1,NONE,Afternoon,7670,5,36.5,86,0
65051421,248146,240601,2023-04-04 08:18:50,Sort,979,173,84.01,26,0,3.45,26.11,1,NONE,Morning,6252,3,19.6,79,0
47083679,419073,225896,2025-11-03 22:34:30,Pick,906,147,19.84,98,71,3.37,30.17,1,NONE,Afternoon,3822,4,18.4,81,0
11460337,307192,241320,2023-09-11 18:22:55,Pick,2196,185,30.96,63,31,2.23,14.89,1,NONE,Afternoon,9403,3,37.5,35,0
60848688,679477,235212,2023-05-27 23:45:24,Inspect,326,121,15.33,38,34,2.14,5.55,1,E004,Afternoon,6851,5,27.7,24,0
44348710,588019,235659,2025-06-15 20:36:57,Charge,3343,154,83.7,65,11,3.15,3.44,1,LOW_BAT,Afternoon,1107,4,38.2,52,0
79656791,385424,238978,2024-10-08 16:49:02,Place,101,6,3.92,51,44,2.72,7.98,1,NONE,Night,5948,4,8.4,58,0
89928140,642553,227013,2023-06-29 00:31:59,Charge,1243,107,21.29,85,46,2.13,71.08,1,NONE,Morning,7675,3,17.6,85,0
19411583,238860,227013,2025-10-31 06:08:26,Pick,1912,161,27.12,80,80,2.53,90.4,1,E003,Morning,4134,1,23.4,29,0
42241023,727630,245938,2023-10-26 14:05:48,Restock,42,163,256.62,50,6,0.34,1.62,1,TIMEOUT,Morning,7959,1,23.8,83,0
45342212,335025,235212,2025-04-02 01:20:46,Transport,195,112,86.99,77,56,3.35,38.9,0,NONE,Night,4281,4,32.0,53,0
70880187,257666,249237,2025-03-02 10:33:44,Sort,3529,189,80.89,22,0,1.55,13.13,1,E001,Morning,6087,3,27.5,47,0
45658167,384122,209263,2025-10-05 20:23:35,Transport,2136,47,53.04,97,96,0.4,6.75,1,NONE,Morning,9795,3,12.2,29,0
60909706,666787,208059,2025-06-05 06:30:58,Idle,120,158,20.96,60,47,1.39,24.92,1,NONE,Night,1070,2,32.5,54,0
91748653,730469,209294,2025-05-04 22:02:01,Place,1358,64,123.8,72,46,1.85,12.4,1,E005,Night,8406,3,31.0,46,0
63087408,197718,227057,2023-03-04 14:39:44,Pick,1204,51,4.45,71,28,3.49,50.93,1,E001,Night,2984,5,13.6,43,0
18859084,448730,225896,2026-02-14 17:18:06,Place,34,162,7.65,45,10,2.14,33.81,1,NONE,Afternoon,7077,2,11.0,82,0
53272028,157435,240291,2023-06-03 22:23:07,Inspect,2059,161,4.46,75,60,0.25,14.64,0,NONE,Morning,1077,4,6.4,23,0
89787271,730237,241320,2023-11-05 07:36:32,Charge,823,187,17.65,51,16,0.35,98.0,0,NONE,Morning,7073,3,27.7,40,0
53410767,599366,242742,2024-06-26 11:30:28,Place,2333,85,57.37,74,61,1.49,32.46,1,E004,Morning,6172,3,35.7,23,0
98462393,261510,239090,2023-12-17 16:52:59,Pick,2660,162,21.64,27,0,3.04,63.87,1,E004,Afternoon,9558,4,27.5,35,0
91238089,433413,217119,2024-12-21 20:07:39,Transport,1507,153,116.3,31,0,1.32,35.59,1,LOW_BAT,Afternoon,3252,5,9.6,63,0
33759638,505346,206536,2023-03-06 08:08:09,Transport,1369,177,148.05,93,80,3.45,17.91,1,NONE,Night,2149,4,37.3,55,0
47243455,206986,235659,2024-07-05 19:09:05,Transport,2295,62,82.94,78,66,0.15,11.7,1,E003,Afternoon,3747,5,33.6,28,2
26659505,442918,206925,2024-02-29 22:30:55,Charge,2614,97,6.44,30,0,1.96,5.21,1,E003,Afternoon,2883,5,31.8,48,0
27227104,693479,217505,2025-02-25 20:05:26,Pick,1430,141,72.42,37,2,3.42,7.66,1,E003,Morning,8725,5,35.9,31,0
43098459,511675,217505,2024-09-24 01:48:41,Transport,2935,83,10.82,63,5,1.74,16.87,1,NONE,Morning,8425,3,18.6,87,0
47775756,398411,203407,2025-07-08 06:53:49,Place,1039,199,12.81,20,0,1.83,35.07,1,NONE,Night,1169,2,10.8,85,0
41538507,563550,206937,2023-07-19 23:21:24,Pick,2871,163,76.03,52,26,1.19,38.54,1,E002,Afternoon,8183,4,28.2,64,0
75962143,304514,247949,2026-02-28 15:29:15,Place,1340,4,99.74,46,18,2.82,48.55,1,NONE,Afternoon,8914,4,37.1,87,0
23676612,359495,235321,2024-04-21 20:01:31,Idle,2417,78,19.7,30,0,3.26,72.94,1,NONE,Morning,8976,2,12.7,63,0
52771793,320932,240601,2024-03-01 10:55:07,Pick,3590,107,5.67,43,25,1.55,30.79,1,E001,Night,8557,4,23.1,78,0
89981841,745728,232907,2024-10-28 18:32:45,Pick,2690,141,28.33,43,21,3.2,33.12,1,NONE,Afternoon,8738,2,35.0,37,0
75888700,225817,205716,2023-07-18 08:02:58,Transport,1154,107,93.64,25,3,0.57,12.61,1,E005,Afternoon,6274,4,10.6,56,0
28399012,546062,210830,2025-09-17 12:07:00,Place,2055,122,24.42,70,33,2.39,11.91,1,E004,Morning,2332,3,17.4,34,0
31580546,524409,237363,2023-11-18 03:01:39,Sort,730,116,30.67,41,0,1.15,28.29,1,E005,Afternoon,1353,4,33.5,34,0
93344292,617139,209294,2026-02-01 18:10:27,Idle,1678,30,40.07,22,0,0.46,4.72,1,E003,Afternoon,2465,3,27.5,21,0
62448505,131223,208059,2023-06-30 04:01:52,Charge,2230,71,0.15,21,6,2.2,53.47,1,E001,Morning,6906,3,9.3,52,1
89178656,429978,242832,2025-11-16 20:48:33,Place,231,61,81.26,97,56,1.95,52.2,1,TIMEOUT,Afternoon,3371,1,24.3,77,0
87789301,393242,219630,2024-04-24 09:39:53,Pick,1444,74,180.15,29,13,2.03,5.29,1,NONE,Afternoon,7969,4,17.7,36,0
49733748,591912,244872,2025-01-08 13:11:46,Place,3510,42,34.99,92,39,2.61,56.7,1,LOW_BAT,Morning,3890,5,39.2,21,0
57636957,398411,206937,2025-11-27 01:00:11,Transport,3583,191,29.19,33,0,1.72,24.0,1,NONE,Afternoon,2352,5,18.0,62,0
43149647,275174,239090,2023-06-07 00:52:34,Pick,3026,25,15.43,26,0,1.4,41.88,1,NONE,Night,2392,3,28.5,71,0
67313731,181042,209263,2024-02-27 00:35:45,Sort,2577,66,8.21,63,50,2.62,4.61,1,E004,Afternoon,9510,4,21.6,57,0
68474974,139423,221982,2026-02-27 06:05:32,Restock,2422,84,165.35,89,44,2.56,17.96,1,E004,Afternoon,4516,4,10.1,56,0
71092620,214819,210770,2023-06-30 23:14:30,Charge,1917,124,0.27,25,0,1.89,15.37,1,NONE,Morning,3888,3,17.4,77,0
87483668,196966,235198,2023-05-06 02:26:16,Place,2322,39,19.2,46,0,2.21,22.56,1,NONE,Afternoon,7559,3,37.0,29,0
76571160,359495,247949,2024-09-27 12:31:04,Idle,869,141,27.89,80,38,1.83,23.5,1,NONE,Morning,1658,3,11.0,68,0
19158569,762176,227751,2023-01-31 01:29:01,Pick,2080,14,32.65,25,0,2.23,10.53,1,NONE,Afternoon,6722,4,15.8,38,0
41526065,702831,203407,2026-04-21 04:53:18,Restock,2008,11,33.99,33,28,1.46,69.55,1,NONE,Night,7725,1,21.8,67,0
61297482,497050,246274,2026-01-03 22:56:44,Place,348,41,49.24,44,43,2.87,49.39,1,NONE,Afternoon,8213,4,11.4,32,1
66416203,312809,210770,2023-08-17 19:52:50,Charge,1022,44,45.47,84,45,2.5,31.05,1,NONE,Morning,9571,5,22.7,49,0
87790410,186751,205716,2023-07-30 00:01:23,Pick,1156,123,73.68,84,84,2.52,107.02,1,NONE,Night,1534,4,7.5,63,0
47455162,467675,205969,2025-08-03 21:30:09,Transport,2470,161,48.79,76,23,3.44,11.57,1,E003,Morning,3204,4,27.8,72,0
83955060,502333,209263,2024-09-25 05:15:18,Place,1229,161,31.08,73,21,1.82,9.77,0,E004,Morning,1076,5,34.6,63,0
45186290,248706,215159,2025-09-28 04:54:26,Pick,775,36,22.98,22,0,3.33,84.31,1,NONE,Morning,2011,3,36.4,77,2
23148792,745728,242832,2026-03-22 14:56:14,Place,2859,92,15.69,39,0,1.45,162.57,1,E005,Afternoon,9246,3,12.9,26,0
52768140,257666,212996,2024-05-03 00:39:29,Pick,1827,34,21.99,93,68,3.19,40.41,1,NONE,Morning,5494,3,27.9,24,0
23427320,599366,235198,2023-11-05 17:22:05,Pick,2181,121,35.31,77,20,2.02,29.83,1,NONE,Morning,4094,3,5.4,39,0
46703301,699389,211550,2025-01-23 08:59:21,Inspect,1229,50,7.05,39,37,2.04,17.18,1,NONE,Afternoon,4087,4,27.5,80,0
31815174,214819,211550,2025-02-11 04:29:11,Pick,1439,130,71.68,76,59,3.07,76.82,1,E005,Afternoon,2662,3,31.9,34,0
12328174,547596,216408,2024-06-09 18:23:12,Transport,2086,154,76.05,77,36,3.35,7.79,1,E005,Night,2035,3,21.9,24,0
69718113,214819,214068,2023-12-30 15:22:26,Pick,1187,130,80.4,79,32,0.78,46.38,1,E003,Night,2880,5,30.8,79,0
76779556,523986,242832,2023-11-15 23:44:57,Charge,3435,1,39.46,98,84,0.54,9.73,1,NONE,Night,1470,3,12.6,76,2
21867930,599125,205716,2024-09-26 04:54:36,Restock,3075,197,30.02,63,15,2.74,41.41,1,E005,Morning,4749,1,15.3,84,2
62590476,679477,209263,2024-06-02 03:51:03,Place,3478,90,35.3,24,0,1.32,14.32,1,NONE,Morning,1139,4,35.0,31,0
55190336,651206,220452,2024-07-10 08:31:48,Restock,2830,121,7.22,85,34,0.57,83.22,1,NONE,Afternoon,7197,3,7.4,35,2
22382178,175999,214068,2023-04-26 20:56:50,Transport,317,137,28.02,21,5,0.88,4.77,1,E001,Afternoon,7261,4,29.5,59,0
